"Call Type","Caller","Receiver","Start Time","End Time"
"01","79123456789","79876543221","2025-02-13T10:55:28","2025-02-13T11:52:27"
"01","79993334444","79876543221","2025-02-13T13:05","2025-02-13T13:17:05"
"01","79876543221","79888885555","2025-02-13T18:05:46","2025-02-13T19:01:04"
"02","79888885555","79876543221","2025-02-14T13:34:21","2025-02-14T14:22:04"
"02","79876543221","79995558888","2025-02-14T18:58:31","2025-02-14T19:38:22"
"02","79995558888","79876543221","2025-02-14T21:33:16","2025-02-14T21:41:59"
"01","79874443333","79876543221","2025-02-15T01:56:19","2025-02-15T02:13:30"
"02","79996667755","79876543221","2025-02-15T02:42:29","2025-02-15T03:03:38"
"02","79993334444","79876543221","2025-02-15T04:38:56","2025-02-15T04:45:28"
"02","79876543221","79993334444","2025-02-15T05:01:13","2025-02-15T05:47:35"
"01","79876543221","79992221122","2025-02-15T06:41:52","2025-02-15T07:23:16"
"02","79993334444","79876543221","2025-02-15T12:48:37","2025-02-15T13:36:20"
"01","79111112222","79876543221","2025-02-15T21:23:43","2025-02-15T22:08:35"
"02","79876543221","79123456789","2025-02-16T06:56:04","2025-02-16T07:00:06"
"02","79993334444","79876543221","2025-02-16T19:46:34","2025-02-16T20:28:10"
"01","79888885555","79876543221","2025-02-17T08:41:45","2025-02-17T08:53:32"
"02","79997776666","79876543221","2025-02-17T18:26:04","2025-02-17T19:17:01"
"02","79123456789","79876543221","2025-02-17T20:12:55","2025-02-17T20:49:21"
"01","79876543221","79996667755","2025-02-18T06:33:13","2025-02-18T07:12"
"01","79111112222","79876543221","2025-02-18T07:38:27","2025-02-18T07:53:02"
"02","79992221122","79876543221","2025-02-18T10:03:20","2025-02-18T10:50:01"
"01","79876543221","79123456789","2025-02-18T16:28:54","2025-02-18T16:48:30"
"01","79888885555","79876543221","2025-02-19T16:18:03","2025-02-19T16:54:23"
"01","79996667755","79876543221","2025-02-19T17:27:17","2025-02-19T17:58:10"
"01","79111112222","79876543221","2025-02-22T21:15:40","2025-02-22T21:50:52"
"01","79992221122","79876543221","2025-02-23T16:26:57","2025-02-23T17:14:45"
"01","79876543221","79993334444","2025-02-24T17:17:12","2025-02-24T17:46:07"
"02","79876543221","79995558888","2025-02-25T03:40:11","2025-02-25T03:45:02"
"02","79992221122","79876543221","2025-02-25T17:57:57","2025-02-25T18:03:21"
"02","79876543221","79996667755","2025-02-26T03:10:29","2025-02-26T03:57:42"
"01","79876543221","79995558888","2025-02-26T04:13:11","2025-02-26T04:14:43"
"02","79993334444","79876543221","2025-02-26T09:57:24","2025-02-26T09:58:18"
"02","79123456789","79876543221","2025-02-26T10:23:04","2025-02-26T10:56:52"
"01","79876543221","79888885555","2025-02-26T11:26:37","2025-02-26T12:16:31"
"01","79876543221","79997776666","2025-02-26T23:22:28","2025-02-26T23:23:10"
"01","79876543221","79996667755","2025-02-27T07:41:32","2025-02-27T07:50:23"
"02","79992221122","79876543221","2025-02-28T02:36:54","2025-02-28T02:38:12"
"02","79876543221","79993334444","2025-02-28T16:01:56","2025-02-28T16:27:36"
"01","79876543221","79123456789","2025-03-01T07:15:09","2025-03-01T07:24:05"
"01","79876543221","79997776666","2025-03-01T13:33:29","2025-03-01T13:40:32"
"02","79876543221","79996667755","2025-03-01T21:43:29","2025-03-01T22:28:54"
"01","79876543221","79123456789","2025-03-02T08:17:09","2025-03-02T09:12:55"
"01","79876543221","79996667755","2025-03-02T14:36:15","2025-03-02T15:35:38"
"01","79876543221","79997776666","2025-03-03T07:06:41","2025-03-03T07:31:29"
"01","79888885555","79876543221","2025-03-04T05:57:08","2025-03-04T06:10:47"
"02","79888885555","79876543221","2025-03-05T02:12:20","2025-03-05T02:26:49"
"02","79876543221","79993334444","2025-03-05T07:15:06","2025-03-05T07:35:41"
"02","79123456789","79876543221","2025-03-05T18:10:14","2025-03-05T18:11:34"
"02","79876543221","79995558888","2025-03-06T03:10:51","2025-03-06T03:44:22"
"01","79876543221","79123456789","2025-03-06T15:02:35","2025-03-06T15:53:30"
"02","79876543221","79874443333","2025-03-06T16:08:23","2025-03-06T16:44"
"02","79876543221","79996667755","2025-03-06T20:33:35","2025-03-06T20:48:22"
"02","79876543221","79992221122","2025-03-07T18:04:24","2025-03-07T18:46:19"
"02","79876543221","79888885555","2025-03-08T01:33:20","2025-03-08T02:03:08"
"01","79993334444","79876543221","2025-03-08T02:05:21","2025-03-08T02:09:13"
"01","79111112222","79876543221","2025-03-08T08:58:06","2025-03-08T09:27:50"
"01","79993334444","79876543221","2025-03-09T13:45:35","2025-03-09T14:09:25"
"01","79123456789","79876543221","2025-03-09T23:04:06","2025-03-09T23:24:34"
"01","79123456789","79876543221","2025-03-11T02:20:50","2025-03-11T02:31:38"
"02","79876543221","79992221122","2025-03-11T22:12:47","2025-03-11T22:54:31"
"01","79876543221","79874443333","2025-03-12T01:33:29","2025-03-12T01:39:03"
"02","79123456789","79876543221","2025-03-12T02:44:11","2025-03-12T02:54:55"
"02","79111112222","79876543221","2025-03-12T10:12:17","2025-03-12T10:45:05"
"01","79876543221","79995558888","2025-03-12T19:46:10","2025-03-12T20:37:20"
"02","79992221122","79876543221","2025-03-12T20:57:15","2025-03-12T21:07:16"
"02","79876543221","79992221122","2025-03-13T09:53:42","2025-03-13T10:07:45"
"01","79996667755","79876543221","2025-03-13T22:19:32","2025-03-13T22:57:51"
"01","79876543221","79995558888","2025-03-14T00:31:31","2025-03-14T01:18:54"
"01","79876543221","79874443333","2025-03-14T04:37:56","2025-03-14T05:30:53"
"01","79995558888","79876543221","2025-03-14T08:52:20","2025-03-14T08:55:19"
"01","79123456789","79876543221","2025-03-14T15:52:12","2025-03-14T16:12:39"
"01","79111112222","79876543221","2025-03-14T17:13:29","2025-03-14T17:57:04"
"02","79874443333","79876543221","2025-03-15T12:53:20","2025-03-15T13:52:43"
"02","79123456789","79876543221","2025-03-15T14:28:30","2025-03-15T15:10:31"
"01","79876543221","79992221122","2025-03-16T04:43:49","2025-03-16T05:01:58"
"01","79993334444","79876543221","2025-03-17T16:37:31","2025-03-17T16:53:44"
"02","79993334444","79876543221","2025-03-17T21:35:48","2025-03-17T22:31"
"02","79996667755","79876543221","2025-03-17T22:19:32","2025-03-17T23:09:54"
"01","79997776666","79876543221","2025-03-18T03:04:07","2025-03-18T03:26:22"
"01","79874443333","79876543221","2025-03-19T08:34:32","2025-03-19T09:02:13"
"02","79876543221","79992221122","2025-03-19T15:37:45","2025-03-19T16:11:35"
"02","79111112222","79876543221","2025-03-20T14:15:48","2025-03-20T15:07:45"
"01","79876543221","79997776666","2025-03-20T16:53:09","2025-03-20T17:03:10"
"02","79876543221","79888885555","2025-03-21T02:04:50","2025-03-21T03:04:48"
"02","79876543221","79992221122","2025-03-21T06:33:59","2025-03-21T06:53:07"
"01","79876543221","79995558888","2025-03-21T22:49:03","2025-03-21T22:57:47"
"02","79888885555","79876543221","2025-03-22T14:53:13","2025-03-22T15:29:25"
"01","79111112222","79876543221","2025-03-23T12:12:42","2025-03-23T12:55:03"
"02","79993334444","79876543221","2025-03-24T01:15:34","2025-03-24T01:29:50"
"01","79876543221","79123456789","2025-03-26T08:01:48","2025-03-26T08:11:53"
"01","79123456789","79876543221","2025-03-26T15:08:44","2025-03-26T15:27:06"
"01","79123456789","79876543221","2025-03-26T18:54:56","2025-03-26T19:27:06"
"01","79876543221","79993334444","2025-03-27T03:29:47","2025-03-27T03:34:08"
"02","79992221122","79876543221","2025-03-27T04:45:40","2025-03-27T05:24:30"
"02","79876543221","79993334444","2025-03-28T06:35:48","2025-03-28T07:27:09"
"02","79992221122","79876543221","2025-03-28T11:12:32","2025-03-28T12:01:07"
"01","79876543221","79111112222","2025-03-28T13:13:52","2025-03-28T13:42:29"
"01","79993334444","79876543221","2025-04-01T12:33:52","2025-04-01T13:01:13"
"02","79876543221","79993334444","2025-04-02T18:11","2025-04-02T18:21:24"
"02","79876543221","79997776666","2025-04-03T05:33:53","2025-04-03T05:38:03"
"02","79993334444","79876543221","2025-04-03T13:43:48","2025-04-03T14:04:30"
"01","79123456789","79876543221","2025-04-03T16:02:33","2025-04-03T16:50:59"
"02","79876543221","79997776666","2025-04-05T08:16:32","2025-04-05T08:35:42"
"01","79876543221","79888885555","2025-04-05T09:08:12","2025-04-05T09:24:10"
"01","79874443333","79876543221","2025-04-06T00:05:21","2025-04-06T00:51:53"
"02","79876543221","79995558888","2025-04-06T02:44:52","2025-04-06T03:39:06"
"02","79876543221","79874443333","2025-04-06T06:12:47","2025-04-06T06:35:57"
"01","79996667755","79876543221","2025-04-06T07:32:52","2025-04-06T08:09:47"
"01","79111112222","79876543221","2025-04-06T08:08:56","2025-04-06T08:31:43"
"01","79111112222","79876543221","2025-04-07T07:16:56","2025-04-07T08:12:45"
"02","79874443333","79876543221","2025-04-07T13:56:54","2025-04-07T14:17:36"
"02","79992221122","79876543221","2025-04-07T17:28:16","2025-04-07T17:37:47"
"01","79123456789","79876543221","2025-04-07T20:31:33","2025-04-07T20:32:13"
"02","79876543221","79111112222","2025-04-07T22:44:41","2025-04-07T23:39:01"
"02","79876543221","79992221122","2025-04-08T00:17:05","2025-04-08T01:10:26"
"02","79876543221","79111112222","2025-04-08T07:12:51","2025-04-08T07:14:08"
"01","79874443333","79876543221","2025-04-08T08:36:12","2025-04-08T09:05:27"
"02","79876543221","79992221122","2025-04-08T11:49:35","2025-04-08T12:14:34"
"02","79876543221","79997776666","2025-04-08T15:25:13","2025-04-08T16:08:18"
"02","79874443333","79876543221","2025-04-09T10:04:49","2025-04-09T10:40:43"
"01","79996667755","79876543221","2025-04-09T18:51:32","2025-04-09T19:17:45"
"01","79876543221","79992221122","2025-04-10T04:52:19","2025-04-10T05:15:45"
"02","79996667755","79876543221","2025-04-10T09:27:41","2025-04-10T10:06:30"
"01","79876543221","79111112222","2025-04-10T14:29:36","2025-04-10T15:15:50"
"01","79876543221","79995558888","2025-04-11T02:33:47","2025-04-11T03:11:59"
"02","79876543221","79997776666","2025-04-11T07:27:56","2025-04-11T07:57:30"
"01","79876543221","79111112222","2025-04-12T00:04:04","2025-04-12T00:40:46"
"01","79876543221","79997776666","2025-04-12T15:27:41","2025-04-12T16:10:21"
"01","79111112222","79876543221","2025-04-14T05:19:51","2025-04-14T05:52:03"
"01","79876543221","79123456789","2025-04-14T06:37:04","2025-04-14T07:35:48"
"02","79876543221","79111112222","2025-04-14T11:03:33","2025-04-14T11:14:18"
"02","79995558888","79876543221","2025-04-14T12:55:02","2025-04-14T13:26:44"
"02","79993334444","79876543221","2025-04-15T21:32:20","2025-04-15T21:57:11"
"01","79997776666","79876543221","2025-04-16T11:49:01","2025-04-16T12:10:30"
"01","79876543221","79995558888","2025-04-16T21:33:53","2025-04-16T22:20:16"
"02","79876543221","79997776666","2025-04-16T23:10:49","2025-04-16T23:36:01"
"02","79876543221","79111112222","2025-04-17T00:11:38","2025-04-17T00:24:04"
"02","79888885555","79876543221","2025-04-17T08:25:12","2025-04-17T09:10:22"
"02","79123456789","79876543221","2025-04-19T05:36:14","2025-04-19T06:30:50"
"02","79876543221","79874443333","2025-04-20T02:47:15","2025-04-20T03:01:21"
"01","79876543221","79123456789","2025-04-20T10:00:05","2025-04-20T10:31:43"
"01","79874443333","79876543221","2025-04-20T19:15:49","2025-04-20T20:06:59"
"02","79876543221","79123456789","2025-04-21T02:33:14","2025-04-21T02:37:06"
"02","79876543221","79996667755","2025-04-21T03:26:29","2025-04-21T03:51:17"
"02","79876543221","79888885555","2025-04-22T02:24:09","2025-04-22T02:42:19"
"02","79111112222","79876543221","2025-04-22T06:54:51","2025-04-22T07:15:49"
"01","79996667755","79876543221","2025-04-22T14:49:34","2025-04-22T15:47:11"
"02","79876543221","79874443333","2025-04-22T19:20:05","2025-04-22T20:07:54"
"02","79876543221","79123456789","2025-04-23T10:22:55","2025-04-23T10:53:03"
"01","79876543221","79995558888","2025-04-24T07:48:28","2025-04-24T08:48"
"02","79876543221","79111112222","2025-04-24T16:04:13","2025-04-24T16:29:47"
"01","79876543221","79874443333","2025-04-26T02:10:08","2025-04-26T02:15:16"
"02","79876543221","79996667755","2025-04-27T00:15:12","2025-04-27T00:54:57"
"02","79123456789","79876543221","2025-04-27T17:43:05","2025-04-27T17:51:08"
"02","79876543221","79874443333","2025-04-27T23:13:28","2025-04-28T00:12:33"
"01","79876543221","79995558888","2025-04-28T10:08:45","2025-04-28T10:44:36"
"02","79876543221","79123456789","2025-05-01T11:09:41","2025-05-01T11:48:47"
"02","79123456789","79876543221","2025-05-01T14:41:13","2025-05-01T14:58:18"
"02","79111112222","79876543221","2025-05-01T20:48:10","2025-05-01T21:11:04"
"02","79876543221","79992221122","2025-05-03T01:28:12","2025-05-03T02:09:24"
"01","79874443333","79876543221","2025-05-03T21:26:03","2025-05-03T22:23:01"
"02","79876543221","79996667755","2025-05-04T08:47:15","2025-05-04T09:06:18"
"01","79876543221","79874443333","2025-05-04T20:05:55","2025-05-04T20:22:49"
"01","79111112222","79876543221","2025-05-04T21:33:13","2025-05-04T22:07:13"
"02","79876543221","79111112222","2025-05-05T06:57:17","2025-05-05T07:40:31"
"02","79876543221","79997776666","2025-05-05T09:54:12","2025-05-05T10:36:37"
"01","79876543221","79993334444","2025-05-06T01:23:26","2025-05-06T02:17:46"
"01","79876543221","79123456789","2025-05-06T04:47:43","2025-05-06T05:13:44"
"01","79876543221","79111112222","2025-05-06T15:59:28","2025-05-06T16:14:14"
"02","79876543221","79993334444","2025-05-06T18:45:48","2025-05-06T19:01:07"
"01","79876543221","79111112222","2025-05-07T01:31:27","2025-05-07T01:40:33"
"01","79111112222","79876543221","2025-05-08T06:04:13","2025-05-08T06:15:01"
"02","79123456789","79876543221","2025-05-08T22:44:34","2025-05-08T23:22:03"
"02","79876543221","79123456789","2025-05-09T17:50:35","2025-05-09T18:08:22"
"01","79992221122","79876543221","2025-05-10T01:27:46","2025-05-10T02:14:32"
"02","79996667755","79876543221","2025-05-10T16:31:58","2025-05-10T16:33:10"
"01","79876543221","79996667755","2025-05-11T15:03:56","2025-05-11T15:29:37"
"01","79876543221","79996667755","2025-05-11T16:16:11","2025-05-11T16:47:50"
"02","79876543221","79888885555","2025-05-12T14:20:59","2025-05-12T14:32:04"
"02","79995558888","79876543221","2025-05-13T13:07:43","2025-05-13T13:18:03"
"02","79992221122","79876543221","2025-05-13T21:52:05","2025-05-13T22:25:58"
"01","79876543221","79111112222","2025-05-14T14:28:05","2025-05-14T15:19:13"
"02","79111112222","79876543221","2025-05-15T05:14:47","2025-05-15T05:57:57"
"02","79996667755","79876543221","2025-05-15T21:36:35","2025-05-15T22:31:50"
"01","79876543221","79888885555","2025-05-16T04:39:56","2025-05-16T05:11:33"
"02","79996667755","79876543221","2025-05-16T15:57:36","2025-05-16T16:43:48"
"02","79876543221","79111112222","2025-05-17T20:50:31","2025-05-17T21:02:50"
"02","79876543221","79123456789","2025-05-18T16:39:07","2025-05-18T17:09:58"
"02","79874443333","79876543221","2025-05-18T18:02:48","2025-05-18T18:16:13"
"01","79123456789","79876543221","2025-05-19T20:08:26","2025-05-19T20:51:09"
"02","79888885555","79876543221","2025-05-20T06:24:25","2025-05-20T07:20:08"
"01","79992221122","79876543221","2025-05-20T23:10:12","2025-05-20T23:36:16"
"02","79876543221","79123456789","2025-05-23T05:37:13","2025-05-23T06:00:18"
"01","79992221122","79876543221","2025-05-23T13:07:20","2025-05-23T13:33:28"
"01","79111112222","79876543221","2025-05-24T01:45:04","2025-05-24T02:33:53"
"02","79992221122","79876543221","2025-05-24T17:33:54","2025-05-24T17:47:27"
"01","79876543221","79888885555","2025-05-24T21:10:35","2025-05-24T21:29:30"
"02","79993334444","79876543221","2025-05-25T17:30:47","2025-05-25T18:17:55"
"01","79874443333","79876543221","2025-05-25T18:56:45","2025-05-25T18:57:41"
"02","79876543221","79993334444","2025-05-26T10:14:38","2025-05-26T10:18:29"
"02","79874443333","79876543221","2025-05-27T14:26:29","2025-05-27T15:21:43"
"02","79997776666","79876543221","2025-01-01T05:44:37","2025-01-01T06:21:11"
"01","79876543221","79888885555","2025-01-01T07:57:21","2025-01-01T08:16:58"
"02","79876543221","79997776666","2025-01-01T17:29:20","2025-01-01T17:32:40"
"02","79876543221","79992221122","2025-01-02T06:24:31","2025-01-02T06:51:09"
"02","79876543221","79997776666","2025-01-02T17:14:38","2025-01-02T17:44:02"
"01","79876543221","79992221122","2025-01-03T12:14:13","2025-01-03T12:57:21"
"02","79888885555","79876543221","2025-01-04T13:39:20","2025-01-04T14:33:41"
"01","79123456789","79876543221","2025-01-05T02:01:57","2025-01-05T02:20:21"
"02","79123456789","79876543221","2025-01-06T04:45:53","2025-01-06T05:24:34"
"01","79876543221","79995558888","2025-01-06T16:07:30","2025-01-06T16:36:34"
"02","79995558888","79876543221","2025-01-06T19:15:52","2025-01-06T19:19:52"
"02","79876543221","79997776666","2025-01-08T05:30:44","2025-01-08T06:10:23"
"01","79876543221","79996667755","2025-01-08T07:33:01","2025-01-08T08:18:38"
"02","79874443333","79876543221","2025-01-08T12:38:50","2025-01-08T13:11:58"
"01","79876543221","79111112222","2025-01-08T19:50:08","2025-01-08T20:17:44"
"02","79876543221","79995558888","2025-01-09T08:40:17","2025-01-09T09:07:41"
"02","79992221122","79876543221","2025-01-09T10:55:31","2025-01-09T11:18:20"
"02","79876543221","79888885555","2025-01-09T16:33:34","2025-01-09T16:44:26"
"02","79876543221","79888885555","2025-01-10T09:17:09","2025-01-10T09:39:40"
"02","79123456789","79876543221","2025-01-10T13:53:51","2025-01-10T14:11:48"
"01","79888885555","79876543221","2025-01-11T01:44:39","2025-01-11T02:38:40"
"01","79876543221","79993334444","2025-01-11T12:38:42","2025-01-11T13:22:13"
"02","79876543221","79111112222","2025-01-12T23:53:50","2025-01-13T00:05:37"
"02","79992221122","79876543221","2025-01-13T06:05:46","2025-01-13T06:18:49"
"01","79876543221","79123456789","2025-01-14T00:50:36","2025-01-14T01:15:04"
"02","79874443333","79876543221","2025-01-14T06:13:13","2025-01-14T07:09:34"
"02","79996667755","79876543221","2025-01-14T10:57:55","2025-01-14T11:12:57"
"02","79874443333","79876543221","2025-01-14T21:35:10","2025-01-14T21:52:03"
"01","79876543221","79996667755","2025-01-14T23:08:35","2025-01-14T23:36:34"
"02","79876543221","79992221122","2025-01-15T02:55:39","2025-01-15T03:55:24"
"02","79876543221","79992221122","2025-01-16T10:58:03","2025-01-16T11:51:25"
"01","79876543221","79995558888","2025-01-16T12:45:02","2025-01-16T13:07:44"
"02","79874443333","79876543221","2025-01-16T17:10:10","2025-01-16T17:40:46"
"01","79874443333","79876543221","2025-01-17T03:40:22","2025-01-17T03:52:04"
"02","79992221122","79876543221","2025-01-17T18:22:10","2025-01-17T19:15:51"
"02","79876543221","79995558888","2025-01-18T15:48:18","2025-01-18T16:23:19"
"01","79997776666","79876543221","2025-01-19T13:07:47","2025-01-19T13:47"
"01","79997776666","79876543221","2025-01-21T01:47:13","2025-01-21T02:46:37"
"02","79111112222","79876543221","2025-01-21T13:36:11","2025-01-21T14:09:18"
"02","79876543221","79996667755","2025-01-22T13:37:42","2025-01-22T13:44:55"
"01","79876543221","79111112222","2025-01-23T10:00:49","2025-01-23T10:43:58"
"02","79876543221","79888885555","2025-01-23T14:16:34","2025-01-23T15:04:06"
"02","79123456789","79876543221","2025-01-23T15:25:49","2025-01-23T15:48:12"
"01","79876543221","79997776666","2025-01-23T19:09:49","2025-01-23T19:30:06"
"01","79876543221","79123456789","2025-01-24T00:23:35","2025-01-24T00:43:19"
"02","79123456789","79876543221","2025-01-24T09:44:38","2025-01-24T10:41:10"
"02","79876543221","79874443333","2025-01-25T09:38:19","2025-01-25T09:40:28"
"01","79876543221","79995558888","2025-01-25T10:47:31","2025-01-25T11:46:38"
"02","79876543221","79888885555","2025-01-25T11:46","2025-01-25T12:10:12"
"02","79876543221","79123456789","2025-01-26T19:17:20","2025-01-26T19:57:15"
"01","79876543221","79876543221","2025-01-27T12:08:51","2025-01-27T12:45"
"02","79995558888","79876543221","2025-01-27T18:37:19","2025-01-27T18:41:41"
"02","79111112222","79876543221","2025-01-27T19:43:48","2025-01-27T20:28:26"
"02","79993334444","79876543221","2025-01-27T21:20:31","2025-01-27T22:12:13"
"02","79992221122","79876543221","2025-01-28T07:28:34","2025-01-28T08:15:04"
"01","79996667755","79876543221","2025-01-28T13:45:21","2025-01-28T13:47:01"
"01","79995558888","79876543221","2025-02-01T12:08:18","2025-02-01T12:12:40"
"01","79992221122","79876543221","2025-02-02T06:43:08","2025-02-02T07:07:22"
"01","79995558888","79876543221","2025-02-02T10:43:30","2025-02-02T11:01:32"
"02","79876543221","79995558888","2025-02-02T12:33:39","2025-02-02T13:05:05"
"02","79888885555","79876543221","2025-02-03T00:56:53","2025-02-03T01:20:21"
